Voyager2.UTCGregorian      Voyager2.SunMJ2000Eq.X    Voyager2.SunMJ2000Eq.Y    Voyager2.SunMJ2000Eq.Z    Voyager2.SunMJ2000Eq.VX   Voyager2.SunMJ2000Eq.VY   Voyager2.SunMJ2000Eq.VZ   
09 May 1992 15:31:34.000   1288525210.000361         -4521347029.57258         -2985395658.778058        4.535846997459757         -4.853781405141552        -14.98102747338383        
10 May 1992 15:31:34.000   1288917104.070517         -4521766383.404824        -2986690011.007786        4.535775000015061         -4.853483263911199        -14.98082971064772        
11 May 1992 15:31:34.000   1289308991.920462         -4522185711.485974        -2987984346.153066        4.535703011261482         -4.85318531547472         -14.98063200038284        
12 May 1992 15:31:34.000   1289700873.550986         -4522605013.832788        -2989278664.218488        4.53563103215842          -4.852887562044268        -14.98043434392935        
13 May 1992 15:31:34.000   1290092748.962983         -4523024290.462221        -2990572965.208761        4.535559063852521         -4.852590006195788        -14.98023674285137        
14 May 1992 15:31:34.000   1290484618.157425         -4523443541.391435        -2991867249.128739        4.535487107881782         -4.85229265014895         -14.98003919851235        
15 May 1992 15:31:34.000   1290876481.135463         -4523862766.637833        -2993161515.983404        4.535415165993893         -4.851995497068415        -14.97984171287593        
16 May 1992 15:31:34.000   1291268337.898408         -4524281966.219086        -2994455765.777913        4.53534324041912          -4.851698550173454        -14.97964428796645        
17 May 1992 15:31:34.000   1291660188.447784         -4524701140.153153        -2995749998.517607        4.535271333937665         -4.851401812837763        -14.97944692595235        
18 May 1992 15:31:34.000   1292052032.785386         -4525120288.458295        -2997044214.208017        4.535199449999674         -4.851105288608032        -14.97924962916478        
19 May 1992 15:31:34.000   1292443870.913336         -4525539411.153075        -2998338412.854883        4.535127592852373         -4.850808981150269        -14.97905240008376        
20 May 1992 15:31:34.000   1292835702.834168         -4525958508.256389        -2999632594.464173        4.535055767676159         -4.85051289413366         -14.97885524129275        
21 May 1992 15:31:34.000   1293227528.550904         -4526377579.787435        -3000926759.042065        4.534983980713339         -4.850217031064679        -14.97865815540467        
22 May 1992 15:31:34.000   1293619348.06716          -4526796625.765697        -3002220906.594979        4.534912239371387         -4.84992139508439         -14.97846114496372        
23 May 1992 15:31:34.000   1294011161.387237         -4527215646.210915        -3003515037.129525        4.534840552284109         -4.849625988732341        -14.97826421232406        
24 May 1992 15:31:34.000   1294402968.516246         -4527634641.143006        -3004809150.652527        4.534768929320208         -4.849330813675569        -14.97806735950389        
25 May 1992 15:31:34.000   1294794769.460192         -4528053610.581986        -3006103247.170946        4.534697381509744         -4.849035870412547        -14.97787058801731        
26 May 1992 15:31:34.000   1295186564.22608          -4528472554.547848        -3007397326.691845        4.534625920833431         -4.848741157965849        -14.97767389869107        
27 May 1992 15:31:34.000   1295578352.822007         -4528891473.060471        -3008691389.222328        4.534554559876671         -4.848446673488977        -14.97747729145023        
28 May 1992 15:31:34.000   1295970135.257096         -4529310366.139281        -3009985434.769461        4.53448331164812          -4.848152412283945        -14.97728076519866        
29 May 1992 15:31:34.000   1296361911.541661         -4529729233.803325        -3011279463.340139        4.534412188680477         -4.84785836738911         -14.97708431763682        
30 May 1992 15:31:34.000   1296753681.687036         -4530148076.07091         -3012573474.941021        4.5343412026617           -4.847564529714421        -14.97688794525488        
31 May 1992 15:31:34.000   1297145445.705508         -4530566892.959484        -3013867469.578409        4.534270363787691         -4.847270888226927        -14.97669164335321        
01 Jun 1992 15:31:34.000   1297537203.610159         -4530985684.485456        -3015161447.258152        4.53419968016857          -4.846977430333849        -14.97649540617543        
02 Jun 1992 15:31:34.000   1297928955.41466          -4531404450.664107        -3016455407.985556        4.534129157386264         -4.846684142377596        -14.97629922713466        
03 Jun 1992 15:31:34.000   1298320701.133051         -4531823191.509513        -3017749351.765346        4.534058798245869         -4.846391010216317        -14.97610309910303        
04 Jun 1992 15:31:34.000   1298712440.77949          -4532241907.03452         -3019043278.601607        4.533988602714633         -4.846098019838125        -14.97590701473249        
05 Jun 1992 15:31:34.000   1299104174.368013         -4532660597.250801        -3020337188.497805        4.533918568053863         -4.845805157934183        -14.97571096676983        
06 Jun 1992 15:31:34.000   1299495901.912312         -4533079262.168922        -3021631081.456777        4.533848689119822         -4.845512412384354        -14.9755149483475         
07 Jun 1992 15:31:34.000   1299887623.425549         -4533497901.798465        -3022924957.480802        4.533778958836312         -4.845219772627419        -14.97531895324056        
08 Jun 1992 15:31:34.000   1300279338.920225         -4533916516.148155        -3024218816.571646        4.533709368789729         -4.844927229923087        -14.97512297608852        
09 Jun 1992 15:31:34.000   1300671048.408033         -4534335105.226124        -3025512658.730687        4.533639909741488         -4.844634777573955        -14.97492701247136        
10 Jun 1992 15:31:34.000   1301062751.899896         -4534753669.039928        -3026806483.958923        4.533570572191447         -4.844342410651434        -14.97473105893469        
